,Brand,Type,Coe_left(yrs),Dep($),Mileage(mile),Road Tax($),Dereg Value($),COE($),Engine Cap(cc),Curb Weight(kg),Manufactured(yrs),Transmission,OMV($),ARF($),Power,No. of Owners,Price($)
254,Honda,MPV,3,13470,101000,1630,43058,64889,2356,1855,7,1,29743,33641,129,1,60800
255,Toyota,Luxury Sedan,3,11470,109500,1792,44897,71300,2494,1470,7,1,27621,30670,133,3,55800
256,Mitsubishi,SUV,7,10840,62000,1210,39432,32200,1998,1480,3,1,19723,19723,110,1,92800
257,BMW,Luxury Sedan,2,13740,112392,742,37622,83751,1598,1405,8,1,34727,30618,100,3,46900
258,Toyota,Mid-Sized Sedan,7,7000,170000,821,22278,27886,1497,1110,12,1,14155,14155,80,3,55888
259,Toyota,SUV,4,13570,81967,1196,42773,62101,1986,1580,6,1,25691,22968,111,1,69800
260,Maserati,Sports Car,8,18370,85000,5198,34133,39463,4244,1880,12,1,105097,105097,298,4,158888
261,Lamborghini,Sports Car,6,77590,8400,5834,281913,48005,5204,1497,5,1,201740,335132,426,2,662000
262,Toyota,MPV,6,6400,222891,1361,32542,54088,1794,1300,14,1,17059,18765,97,1,38500
263,Mercedes-Benz,Luxury Sedan,7,7260,162424,890,22202,27886,1597,1500,12,1,37582,37582,115,2,57800
264,Toyota,SUV,5,13580,62000,1196,54554,53300,1986,1610,5,1,31675,31345,111,1,94800
265,Hyundai,Luxury Sedan,7,18690,21000,3602,67335,37000,3778,2010,4,1,45649,55909,232,2,160000
266,Hyundai,Mid-Sized Sedan,2,6070,129000,886,8259,13943,1591,1264,12,1,11465,11465,89,4,17988
267,Kia,Mid-Sized Sedan,5,9510,50000,738,38436,50101,1591,1295,4,1,12082,12082,95,2,61800
268,Audi,SUV,4,24670,43000,1194,79005,49501,1984,2050,5,1,59029,78253,185,2,160000
269,Hyundai,Mid-Sized Sedan,5,9230,60487,738,38698,49430,1591,1345,5,1,13823,13823,93,1,59800
270,Honda,Hatchback,2,7970,103541,708,8328,13943,1339,1010,12,1,14380,14380,73,4,23800
271,Mercedes-Benz,Sports Car,9,10160,136500,1071,30416,32914,1796,1575,11,1,52160,52160,150,5,93888
272,Toyota,MPV,3,11980,52000,976,38375,72890,1798,1360,7,1,23454,19836,105,1,51800
273,Honda,SUV,6,9250,113000,682,37149,42801,1496,1185,4,1,19728,14728,96,3,63800
274,Audi,Sports Car,8,10020,97000,1433,33054,38071,1984,1280,12,1,44016,44016,200,2,87000
275,BMW,Luxury Sedan,9,17270,449,1210,82717,40990,1998,1460,1,1,47796,58915,135,1,191800
276,Nissan,SUV,7,10590,45000,508,35926,26309,1197,1325,3,1,20399,20559,85,1,92800
277,Honda,Stationwagon,5,9900,56000,682,32974,53694,1496,1130,6,1,17953,7953,97,2,53800
278,Honda,MPV,8,7700,118000,1174,29650,33568,1799,1385,12,1,26187,26187,103,6,68000
279,Toyota,Mid-Sized Sedan,5,10160,46500,742,42798,52503,1598,1215,5,1,19990,19990,90,1,63800
280,Mazda,Sports Car,8,8150,102000,686,24541,29485,1308,1360,13,1,30279,30279,158,6,67800
281,Nissan,Hatchback,4,7540,20040,70,21248,39001,1198,1044,6,1,12554,5000,58,1,36800
282,Mercedes-Benz,Luxury Sedan,6,14560,51000,740,48378,44002,1595,1430,4,1,28815,27341,90,2,105888
283,Hyundai,Mid-Sized Sedan,7,9060,24700,738,31789,28457,1591,1345,3,1,14515,14515,93,1,73800
284,Toyota,MPV,7,9380,17500,682,34860,26301,1496,1350,2,1,19223,19223,79,1,82500
285,Mercedes-Benz,Sports Car,5,20530,61869,1202,63563,46229,1991,1525,5,1,41667,50334,135,2,139800
286,Mazda,Mid-Sized Sedan,6,8930,74049,682,39188,51600,1496,1310,4,1,14934,9934,88,2,59900
287,Nissan,Hatchback,4,8680,96000,508,25529,45504,1198,1081,5,1,14461,5000,72,1,44500
288,Lexus,Luxury Sedan,7,17180,39800,1784,67986,32311,2487,1620,3,1,47664,58730,152,1,156800
289,Mitsubishi,Hatchback,7,9260,12431,506,29448,36426,1193,940,4,1,14239,5000,59,1,67800
290,Mercedes-Benz,Luxury Sedan,6,18270,80000,1202,81866,49996,1991,1605,4,1,52099,65779,135,1,151800
291,Volkswagen,Mid-Sized Sedan,1,12230,107000,620,18861,63000,1390,1417,9,1,18884,18884,90,1,25900
292,BMW,Luxury Sedan,9,12000,125000,2598,35923,38216,2979,1700,11,1,62331,62331,225,4,112800
293,Maserati,Luxury Sedan,7,29970,33000,2362,129697,31001,2979,1850,3,1,94301,141742,257,1,297000
294,Porsche,SUV,9,14910,80000,3654,41233,42683,3598,2105,10,1,76702,76702,220,3,144000
295,Hyundai,Luxury Sedan,4,10590,64000,1212,44839,59889,1999,1460,6,1,24579,26411,113,2,59800
296,Honda,MPV,1,8520,198000,1369,6038,26237,1799,1370,14,1,19836,21820,103,3,9800
297,BMW,SUV,6,18190,77339,1210,59844,49802,1997,1680,4,1,33704,39186,135,2,130800
298,Toyota,MPV,3,11830,105000,976,38515,72890,1798,1360,7,1,23454,19836,105,1,51500
299,Toyota,Mid-Sized Sedan,8,9560,15936,742,40480,31759,1598,1230,2,1,18786,18786,96,1,88800
300,Toyota,MPV,9,9690,11765,682,45132,33000,1496,1350,2,1,19828,19828,79,1,98800
301,Mercedes-Benz,Luxury Sedan,2,17680,122000,740,32351,83751,1595,1430,8,1,28233,21527,115,5,51800
302,Peugeot,Hatchback,7,9040,60000,508,40833,34110,1199,1150,4,1,21649,22309,96,2,75000
303,Bentley,Sports Car,3,77640,60000,3940,243850,78001,3993,2470,8,1,198001,328402,373,1,466666
304,Infiniti,Luxury Sedan,9,15120,10000,1202,68021,40989,1991,1656,2,1,34122,39771,155,1,160800
305,Mitsubishi,Mid-Sized Sedan,7,6890,103500,954,19953,26047,1584,1162,12,1,14734,2669,79,4,52800
306,Audi,Luxury Sedan,9,7550,110000,1074,30416,32914,1798,1450,11,1,38496,38496,118,4,69800
307,Mercedes-Benz,Luxury Sedan,6,15260,80000,740,50983,44002,1595,1430,4,1,30974,30364,90,2,113000
308,Audi,Luxury Sedan,8,11200,21000,392,41410,30009,999,1280,3,1,22100,22940,85,1,101800
309,Mercedes-Benz,Luxury Sedan,9,10860,144000,816,35719,37303,1597,1500,11,1,31893,31893,115,3,104000
310,Mitsubishi,Sports Car,5,32390,110000,1815,28395,54463,1997,1410,16,0,35710,39281,206,3,168888
311,Honda,Stationwagon,2,6860,182000,887,7061,15142,1496,1160,13,1,14275,14275,81,5,16000
312,Mercedes-Benz,SUV,9,29750,6900,2382,129094,49300,2996,1875,1,1,76153,109076,287,1,339900
313,BMW,Luxury Sedan,1,19060,63000,742,26794,78301,1598,1405,9,1,34105,24105,100,1,45000
314,Honda,Hatchback,9,6370,13000,78,20101,16520,1317,1030,2,1,16688,6688,73,1,61500
315,Mercedes-Benz,SUV,4,14680,64000,740,45469,59200,1595,1435,6,1,27630,25682,90,2,81000
316,Mercedes-Benz,Luxury Sedan,5,21510,59000,1202,86009,53001,1991,1605,5,1,57065,74717,135,1,159000
317,Toyota,SUV,6,13960,65000,1210,57288,50101,1998,1695,4,1,30808,35132,170,2,104000
318,Porsche,Sports Car,1,120780,87000,3638,104998,92901,3800,1490,8,1,159715,159715,294,2,302888
319,Audi,SUV,9,8550,115355,2963,30344,32914,3197,1795,11,1,53275,53275,199,5,78800
320,Kia,Mid-Sized Sedan,4,9350,39000,738,34578,47300,1591,1295,5,1,16352,16352,95,1,53888
321,Kia,Sports Car,3,9610,193000,812,12934,16438,1591,1232,11,1,15291,15291,92,5,37800
322,Mercedes-Benz,Luxury Sedan,3,15690,71350,740,39963,67749,1595,1430,6,1,27462,20447,90,1,72005
323,Honda,SUV,5,10170,45000,682,34702,51506,1496,1190,5,1,19919,9919,96,1,58800
324,BMW,SUV,5,21470,82800,2362,86058,56956,2979,1815,5,1,57186,74935,225,2,151000
325,BMW,Hatchback,3,12440,118051,684,38659,72201,1499,1360,7,1,27860,21004,100,2,53800
326,Hyundai,Mid-Sized Sedan,2,8240,127300,959,7276,15142,1591,1264,12,1,11974,863,89,3,19800
327,Mercedes-Benz,Sports Car,9,27230,88,1202,116269,52200,1991,1695,1,1,70856,99541,310,1,318800
328,Porsche,Sports Car,8,14990,145000,3665,34176,39463,3605,1760,11,1,99335,99335,300,6,129800
329,BMW,Sports Car,9,8470,116000,1329,30450,33568,1995,1625,11,1,42414,42414,115,5,76800
330,Mitsubishi,SUV,7,11190,27500,1210,48862,43102,1998,1480,3,1,19410,19410,110,1,98800
331,Mercedes-Benz,Hatchback,8,13740,28058,586,53618,34000,1332,1405,2,1,29676,33547,100,1,131800
332,Subaru,SUV,6,9930,59500,744,38040,42801,1600,1480,4,1,15682,15682,84,1,68800
333,Toyota,Mid-Sized Sedan,2,7890,100000,965,7049,12763,1598,1195,13,1,16084,16084,80,5,21800
334,Nissan,Mid-Sized Sedan,4,8990,86500,742,34843,56209,1598,1205,6,1,16028,16028,85,2,45800
335,MINI,Sports Car,1,21670,50000,742,26895,71001,1598,1255,9,1,30792,30792,135,3,45800
336,Toyota,Mid-Sized Sedan,2,7110,140000,889,7599,17099,1497,1095,13,1,11834,11834,80,5,15800
337,BMW,Luxury Sedan,4,17730,128800,1210,60870,75801,1997,1615,7,1,40310,43434,180,2,93800
338,Mercedes-Benz,Sports Car,9,11100,48000,974,46862,47316,1796,1575,11,1,65148,65148,150,3,109888
339,Suzuki,Hatchback,5,8810,75400,610,39816,51106,1372,1055,5,1,12427,12427,70,1,58800
340,BMW,SUV,9,15770,9000,1210,69289,35001,1998,1485,2,1,41264,49770,141,1,168899
341,Mercedes-Benz,Stationwagon,8,17670,10800,586,60543,30012,1332,1445,2,1,38127,45378,120,1,178800
342,Mercedes-Benz,Luxury Sedan,9,7700,138000,816,30897,33140,1597,1500,11,1,31893,31893,115,4,71800
343,BMW,SUV,7,13670,72388,684,55613,32000,1499,1430,3,1,36886,43641,103,1,121800
344,Mercedes-Benz,SUV,9,17030,88,586,71486,52200,1332,1555,1,1,34159,39823,120,1,188800
345,Toyota,SUV,8,13350,20773,1210,59209,37705,1998,1695,2,1,30808,35132,170,1,133888
346,Audi,Luxury Sedan,2,15170,60850,1194,41642,77000,1984,1565,8,1,39175,41845,132,2,53500
347,Mitsubishi,Sports Car,5,9350,193000,999,28452,49429,1468,1160,14,1,17364,19101,113,5,53800
348,Subaru,SUV,7,10300,41853,1208,37754,36000,1995,1489,4,1,16555,16555,115,1,80800
349,Ford,Sports Car,5,24330,50000,1520,75183,57002,2261,1760,5,1,48552,59973,233,3,158888
350,BMW,Luxury Sedan,4,26880,74000,2384,109530,61103,2998,1770,6,1,80615,117107,240,1,179777
351,Volvo,Stationwagon,9,17320,9000,1176,69238,38802,1969,1782,2,1,37616,44663,187,1,181888
352,Mercedes-Benz,Luxury Sedan,7,8480,166000,1266,26721,37906,1796,1485,13,1,37046,37046,115,6,59800
353,Toyota,MPV,6,8270,150000,2129,27056,38712,2362,1710,13,1,25331,25331,125,5,57800
354,Toyota,Mid-Sized Sedan,7,6230,139000,818,22278,27886,1496,1200,13,1,18468,18468,81,3,49800
355,Honda,MPV,9,6840,82231,1076,32571,34935,1799,1360,12,1,21240,21240,103,2,63800
356,Hyundai,Mid-Sized Sedan,7,8540,29912,738,30615,28457,1591,1345,3,1,12628,12628,93,1,69800
357,Mercedes-Benz,Luxury Sedan,6,15830,24000,740,62170,42322,1595,1425,4,1,37239,44135,115,1,130800
358,Toyota,MPV,2,7960,147257,1264,8627,15967,1794,1310,12,1,18803,18803,97,3,21500
359,Mitsubishi,Mid-Sized Sedan,1,6850,120000,1028,7259,21061,1584,1162,14,1,12816,9954,79,3,11800
360,Mitsubishi,Sports Car,7,17090,119000,1573,24060,32121,1998,1540,13,1,39424,38110,206,2,128000
361,Toyota,Mid-Sized Sedan,4,10160,68714,742,35654,47300,1598,1205,5,1,17982,17982,90,1,58555
362,Toyota,Mid-Sized Sedan,8,8140,150000,821,27421,31976,1497,1095,12,1,12717,12717,80,2,69800
363,Mazda,Luxury Sedan,8,10890,7688,1210,43980,38000,1998,1515,2,1,19218,19218,121,1,104688
364,Toyota,MPV,4,13080,114974,1638,54645,76612,2362,1790,7,1,29861,33806,125,1,69800
365,Kia,Mid-Sized Sedan,7,8600,51000,738,29445,25000,1591,1287,3,1,13826,13826,93,2,72500
366,Mazda,MPV,4,11880,98000,1210,40431,59889,1998,1664,6,1,19387,19387,111,2,62988
367,Hyundai,Mid-Sized Sedan,7,7220,36700,238,19009,13209,1591,1345,3,1,12535,12535,93,2,58800
368,Toyota,MPV,5,10950,60000,974,44558,56002,1797,1350,5,1,20016,20023,105,2,67800
369,Nissan,SUV,3,10940,109666,508,29404,62002,1197,1285,7,1,19382,9382,85,1,45800
370,Kia,SUV,6,11400,59339,1212,51159,49996,1999,1500,4,1,23324,24654,114,2,86800
371,Skoda,Mid-Sized Sedan,8,13660,39000,1194,52552,37000,1984,1577,3,1,26501,29102,180,1,128000
372,BMW,Hatchback,7,12030,41000,684,43914,32900,1499,1380,3,1,29536,33351,80,1,105800
373,Mitsubishi,SUV,7,10920,63000,1210,38133,31101,1998,1480,3,1,19419,19419,110,1,92500
374,Renault,Sports Car,8,16050,16000,976,54533,39400,1798,1430,2,1,30425,34595,205,1,149500
375,Hyundai,Mid-Sized Sedan,5,9440,46730,738,42277,52668,1591,1345,5,1,17756,17756,93,1,60800
376,Honda,MPV,2,10740,236000,1271,7617,16689,1799,1390,13,1,19401,19401,103,3,24500
377,Toyota,SUV,8,13700,27000,1210,58217,40101,1998,1695,2,1,30808,35132,170,1,133800
378,Audi,SUV,3,15270,79800,1194,45995,67334,1984,1630,7,1,33296,38615,125,3,66800
379,Toyota,MPV,6,8480,138000,2293,32547,50168,2362,1830,14,1,36972,40670,117,3,55000
380,Mercedes-Benz,Luxury Sedan,9,10950,106000,974,41233,42683,1796,1695,10,1,57759,57759,150,3,105800
381,Mercedes-Benz,Sports Car,7,11640,93000,1169,27989,35411,1796,1575,12,1,57392,57392,150,2,92000
382,Kia,Mid-Sized Sedan,6,6920,41022,238,25668,25902,1591,1295,4,1,11827,11827,95,1,50800
383,Kia,Mid-Sized Sedan,6,6700,31524,238,23029,21000,1591,1295,4,1,11435,11435,95,2,51800
384,Mercedes-Benz,Sports Car,9,10280,105928,1071,32571,34935,1796,1685,11,1,58555,58555,135,5,95800
385,Audi,Luxury Sedan,4,11780,97750,624,38898,57089,1395,1310,6,1,27587,20622,92,2,60800
386,Subaru,Mid-Sized Sedan,2,6270,150000,889,7144,15142,1498,1310,13,0,12423,12423,79,2,14800
387,Mitsubishi,SUV,5,9300,63526,1210,44739,56410,1998,1355,5,1,18954,18954,110,1,59800
388,Honda,Stationwagon,5,9710,58000,682,36257,51106,1496,1130,5,1,17663,7663,97,1,61800
389,BMW,SUV,4,19360,86000,1210,73132,58190,1997,1770,7,1,53466,68239,180,2,118500
390,Mitsubishi,Mid-Sized Sedan,2,8150,162000,889,7283,14835,1499,1313,13,1,15491,15491,80,4,19999
391,Toyota,Mid-Sized Sedan,4,10170,117950,742,39105,56001,1598,1205,6,1,19589,19589,90,2,55900
392,Toyota,Mid-Sized Sedan,4,10470,70000,742,38429,56001,1598,1205,6,1,19589,19589,90,1,55988
393,Honda,Hatchback,7,6250,122500,767,19951,25525,1339,1010,13,1,14918,14918,73,3,48888
394,Honda,MPV,4,14430,76291,1630,46122,47604,2356,1855,5,1,29501,33302,129,1,85800
395,Mercedes-Benz,SUV,9,12590,19000,740,53985,35710,1595,1435,2,1,25811,28136,90,1,129999
396,Nissan,SUV,6,10700,52213,508,37739,41617,1197,1325,4,1,19881,14881,85,1,75800
397,Toyota,MPV,8,10110,9700,682,44041,36704,1496,1350,2,1,19477,19477,79,1,90800
398,Volkswagen,SUV,4,10800,96000,620,45700,54920,1390,1551,6,1,26399,28959,118,3,64500
399,Mazda,MPV,5,11880,78900,1210,46944,55501,1998,1664,5,1,22313,23239,111,1,74800
400,Toyota,MPV,3,11660,95000,976,40750,74000,1798,1360,7,1,23454,19836,105,1,53800
401,Nissan,Hatchback,7,7910,53509,508,24662,28000,1198,1048,3,1,13438,5000,58,1,61588
402,Mercedes-Benz,Luxury Sedan,7,9840,137300,2858,27989,35411,2997,1850,13,1,82982,82982,170,2,77800
403,Honda,MPV,1,8430,165000,1369,6884,25226,1799,1350,14,1,18446,20291,103,3,11500
404,Mazda,Hatchback,7,9600,59000,682,34630,28199,1496,1329,3,1,18114,18114,88,1,80688
405,Mazda,Mid-Sized Sedan,4,9010,75420,682,32108,54301,1496,1321,6,1,15121,10121,88,2,46588
406,Mercedes-Benz,Sports Car,5,19700,28000,740,62324,57002,1595,1475,5,1,38166,40433,115,2,130800
407,Nissan,MPV,5,14710,45000,1786,62121,51000,2488,1975,5,1,37111,43956,125,2,106800
408,Volkswagen,Hatchback,7,9460,63000,392,34531,32000,999,1257,3,1,18649,18649,81,1,78800
409,Mercedes-Benz,Luxury Sedan,6,18680,42790,1202,83485,38501,1991,1605,4,1,57550,75590,135,1,167800
410,BMW,SUV,6,14240,48682,684,57069,37330,1499,1430,3,1,35627,41878,103,1,118800
411,Mercedes-Benz,Luxury Sedan,4,26000,93000,2382,129201,59889,2996,1935,6,1,96961,146530,245,3,188888
412,Toyota,Luxury Sedan,7,6760,180000,2129,23878,32279,2362,1540,13,1,27261,27261,123,3,50000
413,Volkswagen,Sports Car,4,9650,150000,682,13222,16438,1390,1285,11,1,24394,24394,118,6,38800
414,Toyota,Mid-Sized Sedan,7,6150,173207,965,22110,29670,1598,1195,13,1,16084,16084,80,4,45800
415,Mitsubishi,Mid-Sized Sedan,6,7910,44000,506,29163,37000,1193,940,3,1,14015,5000,59,1,56800
416,Toyota,MPV,5,18360,38113,1792,61179,53001,2493,1980,6,1,35767,42074,134,1,123800
417,Volkswagen,Luxury Sedan,7,11530,33000,976,51085,30851,1798,1480,3,1,32149,37009,132,2,105800
418,Mazda,Mid-Sized Sedan,6,8980,62617,682,36271,37000,1496,1310,3,1,14572,14572,88,1,68800
419,Mazda,Hatchback,9,6550,7484,182,26063,16000,1496,1067,2,1,15153,15153,85,1,67777
420,BMW,MPV,7,12410,62000,684,47310,26301,1499,1490,3,1,31412,35977,80,1,113888
421,Honda,SUV,4,10210,68000,682,29855,46667,1496,1190,6,1,20333,10467,96,3,55800
422,Audi,Stationwagon,5,15910,83000,976,69625,56410,1798,1710,6,1,43071,52300,140,2,111888
423,Hyundai,Mid-Sized Sedan,6,8510,60000,738,33927,38830,1591,1345,3,1,10087,10087,93,1,62800
424,Toyota,Mid-Sized Sedan,7,6470,116900,887,22369,30284,1496,1200,13,1,15433,15433,81,3,47800
425,Honda,Mid-Sized Sedan,5,9470,72677,684,37347,52668,1497,1078,5,1,16394,11394,88,1,57500
426,Mitsubishi,SUV,5,11640,78000,1636,47950,54406,2360,1625,4,1,20462,20647,123,1,79800
427,Toyota,Mid-Sized Sedan,4,10210,102000,742,38936,56001,1598,1205,6,1,19589,19589,90,2,55800
428,Subaru,SUV,7,10560,34280,1208,35692,32551,1995,1489,3,1,16555,16555,115,1,83800
429,Mercedes-Benz,Luxury Sedan,3,17440,87000,1202,51186,65301,1991,1655,7,1,42793,46911,135,1,78800
430,Toyota,MPV,2,12770,133000,976,30553,77100,1798,1360,8,1,23453,19835,105,2,40800
431,Mercedes-Benz,Luxury Sedan,9,14580,7000,684,58654,33520,1497,1505,2,1,32424,37394,95,1,151800
432,Kia,Mid-Sized Sedan,4,8910,86000,738,32314,46651,1591,1295,5,1,14593,14593,95,1,49500
433,Porsche,Sports Car,0,60600,70000,3332,60574,83700,3605,1760,9,1,105692,105692,300,1,108800
434,Toyota,MPV,7,14490,37500,1638,56807,34509,2362,1775,2,1,34487,40282,125,1,131800
435,Peugeot,Hatchback,5,8800,87000,508,35520,50991,1199,1150,5,1,20502,10703,96,1,52800
436,Toyota,Mid-Sized Sedan,6,10240,50320,742,41251,42801,1598,1215,5,1,19995,19995,90,1,72800
437,Honda,MPV,0,8010,184000,1369,4674,26004,1799,1350,14,1,18182,20001,103,2,7200
438,Peugeot,SUV,9,11750,1800,742,63107,40690,1598,1430,3,1,29484,33278,133,1,126800
439,Honda,Hatchback,2,8650,168000,889,7161,14835,1497,1115,13,1,21533,21533,88,3,20888
440,Toyota,Luxury Sedan,2,7860,330000,1573,7964,16061,1998,1530,13,1,25403,25403,108,3,19500
441,Audi,Luxury Sedan,1,27720,80000,4206,72304,95990,4163,1885,10,1,104879,104879,273,5,95888
442,Honda,SUV,5,9440,71000,682,36006,48000,1496,1190,5,1,21611,12256,96,3,58888
443,Mazda,MPV,6,12190,48000,1210,48449,52000,1998,1675,4,1,21005,21407,111,1,89800
444,Porsche,Sports Car,9,14860,102000,2486,37920,40014,2893,1440,11,1,69902,69902,188,3,140800
445,Volkswagen,Sports Car,4,9850,120000,682,13619,16438,1390,1285,11,1,23881,23881,118,4,40800
446,Honda,Hatchback,7,7010,27150,78,15985,15699,1318,1052,3,1,15812,5812,73,1,54800
447,Mercedes-Benz,Luxury Sedan,7,19460,12027,1202,77663,31001,1991,1605,3,1,55386,71695,135,2,185800
448,Toyota,MPV,7,18610,22300,1792,71877,32909,2493,2030,3,1,50577,63039,134,1,173888
449,Skoda,Luxury Sedan,7,12400,26900,1194,44793,31000,1984,1700,3,1,27255,30157,162,1,103800
450,Bentley,Sports Car,5,63570,49027,3940,306078,55201,3993,2295,7,1,220197,368355,388,2,527800
451,Mercedes-Benz,SUV,4,14820,57000,740,44312,54301,1595,1470,6,1,25533,27747,90,1,81800
452,Toyota,Mid-Sized Sedan,3,8340,112310,818,9497,14664,1496,1200,12,1,18142,18142,81,3,26999
453,Toyota,Mid-Sized Sedan,6,6290,135500,958,28024,45400,1497,1095,14,1,12607,13868,80,4,38800
454,Audi,Sports Car,1,114990,56888,5834,118584,92667,5204,1675,8,1,182233,182233,404,6,318888
455,Toyota,SUV,7,21650,35000,4902,84796,37620,4608,2510,3,1,56793,74228,234,1,207800
456,BMW,Hatchback,1,18600,150000,742,24269,66889,1598,1315,9,1,29132,29132,125,2,37500
457,Mercedes-Benz,Luxury Sedan,6,7910,145000,1364,31827,50355,1796,1540,14,1,49527,54480,135,1,50000
458,Nissan,SUV,5,10020,45000,508,38240,50951,1197,1285,5,1,18725,13725,85,2,61800
459,BMW,Luxury Sedan,6,25400,26000,1210,111166,38700,1998,1720,4,1,78256,112861,190,2,233888
460,Proton,MPV,9,6220,146239,816,30897,33140,1597,1422,10,1,14132,14132,93,3,58000
461,Toyota,Mid-Sized Sedan,7,6310,160000,887,19739,26047,1496,1200,13,1,15506,15506,81,6,47800
462,Subaru,Sports Car,6,8170,280000,1688,32547,50168,1994,1390,14,1,22663,24930,184,6,53000
463,Hyundai,Mid-Sized Sedan,8,6780,5900,238,23698,15000,1591,1345,2,1,14628,14628,93,1,64800
464,Honda,Mid-Sized Sedan,8,9780,29888,742,38390,28589,1597,1237,2,1,20084,20118,92,1,89800
465,Mazda,Luxury Sedan,7,10450,61304,1210,40779,32000,1998,1515,3,1,22245,23143,121,1,89800
466,Volkswagen,Hatchback,7,9560,20100,392,36017,31997,999,1257,3,1,17014,17014,81,1,78000
467,Honda,MPV,8,7750,115000,1174,31088,35416,1799,1385,12,1,26909,26909,103,4,68000
468,Hyundai,SUV,7,5310,197599,1539,23660,31553,1975,1468,13,1,16564,6029,104,3,39800
469,Honda,SUV,6,9950,25155,682,34623,36890,1496,1190,4,1,22498,13498,96,1,72800
470,Hyundai,Mid-Sized Sedan,7,8510,38265,738,33239,36426,1591,1345,3,1,10241,10241,93,1,64800
471,Mazda,MPV,4,10290,90085,1210,37881,49000,1998,1535,5,1,19339,19339,111,2,60800
472,Chevrolet,Stationwagon,5,8980,40000,604,41865,53001,1362,1485,5,1,17021,17021,103,2,57800
473,Toyota,MPV,7,19010,36249,1792,68011,32001,2494,2045,3,1,48192,59469,134,1,168800
474,Mercedes-Benz,SUV,8,13490,36000,740,46485,27000,1595,1435,2,1,28463,31849,90,1,128800
475,BMW,SUV,9,18960,10808,1210,77574,39000,1998,1685,1,1,44385,54139,135,1,206800
476,Mercedes-Benz,Hatchback,8,14450,13000,586,58222,37900,1332,1405,2,1,29676,33547,100,1,142800
477,Mercedes-Benz,Luxury Sedan,6,33730,60000,2382,148501,45289,2996,1955,4,1,102854,157138,270,1,306800
478,Toyota,Mid-Sized Sedan,5,8450,37000,242,35480,34765,1598,1215,5,1,19990,19990,90,1,59800
479,BMW,SUV,6,13760,56890,684,55115,52000,1499,1430,4,1,31267,30774,100,2,103600
480,Mercedes-Benz,Luxury Sedan,8,16360,8000,740,59950,34000,1595,1490,2,1,36204,42686,115,1,155800
481,Skoda,Mid-Sized Sedan,9,15270,19000,1194,54709,35889,1984,1577,2,1,26681,29354,180,1,153800
482,Mercedes-Benz,Luxury Sedan,7,8120,189000,1266,24443,33377,1796,1485,13,1,37066,37066,115,3,59500
483,Lexus,SUV,4,17310,73000,1210,65065,51010,1998,1755,5,1,46467,57054,175,1,113800
484,Mercedes-Benz,Luxury Sedan,4,16570,115000,740,55389,71509,1595,1425,6,1,35738,37034,115,2,86800
485,Kia,Mid-Sized Sedan,7,7270,17000,238,19969,13209,1591,1287,3,1,13790,13790,93,1,59888
486,Subaru,SUV,8,7270,89371,1447,32901,39936,1994,1485,12,1,20123,20123,110,3,59888
487,Mercedes-Benz,Hatchback,5,13690,51000,740,47213,52807,1595,1395,5,1,25411,22576,115,1,89800
488,BMW,Luxury Sedan,7,14580,40169,684,56248,31307,1499,1425,3,1,37489,44485,100,1,128800
489,Honda,Mid-Sized Sedan,8,10150,37000,742,39652,30009,1597,1237,2,1,20215,20301,92,1,92800
490,Kia,Luxury Sedan,4,9140,128322,1210,23191,23658,1998,1529,10,1,19689,19689,121,2,44800
491,BMW,SUV,9,23860,5600,1210,91167,40301,1998,1750,1,1,59276,78697,185,1,264800
492,Audi,Luxury Sedan,6,16990,45000,1194,62703,50110,1984,1535,4,1,39636,42491,140,1,125800
493,Toyota,SUV,7,13820,37559,1210,56178,38501,1998,1695,3,1,33308,38632,170,2,117000
494,Mercedes-Benz,Sports Car,9,60610,60250,8144,46836,47316,6208,1695,11,1,226137,226137,420,4,600000
495,Mercedes-Benz,Sports Car,9,12520,150000,974,38985,40714,1796,1500,10,1,51451,51451,150,3,119888
496,Toyota,Mid-Sized Sedan,2,8830,188000,965,7196,12763,1598,1195,12,1,16990,11311,80,4,24888
